1080000 110.771068 1000 0
2160000 295.952812 1200 0
3240000 632.607085 1800 0
4320000 964.919412 2400 0
5400000 1481.937700 3375 0
6480000 2213.999702 4500 0
7560000 2677.445758 4500 0
8640000 3100.417585 4500 0
