1080000 77.536421 1000 0
1080000 170.668213 1000 0
2160000 488.199698 1200 0
3240000 838.226285 1800 0
4320000 1171.215003 2400 0
5400000 1606.740627 3375 0
6480000 2186.790954 4500 0
7560000 2772.082843 4500 0
8640000 3072.858745 4500 0
