1080000 351.738282 2400 0
2160000 956.082560 2700 0
3240000 1710.128331 3000 0
4320000 2553.500752 3375 0
5400000 3870.349635 3375 0
6480000 5354.144172 4500 0
7560000 7577.759137 5000 0
