1080000 359.328327 2400 0
2160000 987.789536 2700 0
3240000 1729.096533 3000 0
4320000 2499.884953 3375 0
5400000 3810.909849 3375 0
6480000 5083.651252 4500 0
7560000 6852.248694 4500 0
8640000 9588.727279 5000 0
