R-LO 2160000 2160000 1800 1800   300 300   128 8 16 31   4 st-3d-exp 1.0e-08 2.16e+06 0 6.0543e-310   0 11 1 0 1 900 900 900   30.5389 15 708   32.9621 2 708   5757600560615.822266 1920267001497.597412 1918666779491.971680 1918666779626.252686    350.510495 1105.889300 0.610925 0.677073 13.143589    2.633316e+16 2.259993e+15 2.407317e+16 2.330856e+13 2.630985e+16 0.093880 0.000886   8fb9f876219fb4b780eb79467363faee75c13e92    "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 8 -Q 16 -N 2160000 -t 1800 -e 1e-8 --maxrank 900 -j 2160000 -v -c 31 --genmaxrank 900 --compmaxrank 900 -D 4 --band 7 -F 0 -Y 1 -z 300 -E 1 "
R-LO 2160000 2160000 2400 2400   300 300   128 8 16 31   4 st-3d-exp 1.0e-08 2.16e+06 0 2.31779e-310   0 8 1 0 1 1200 1200 1200   34.7652 15 814   40.1065 2 814   4317404916409.481934 1440201787927.248047 1438601564180.475098 1438601564301.758789    645.665202 1024.753332 0.273635 0.573826 4.976091    2.168654e+16 2.039563e+15 1.964698e+16 4.142794e+13 2.164512e+16 0.103811 0.001914   8fb9f876219fb4b780eb79467363faee75c13e92    "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 8 -Q 16 -N 2160000 -t 2400 -e 1e-8 --maxrank 1200 -j 2160000 -v -c 31 --genmaxrank 1200 --compmaxrank 1200 -D 4 --band 7 -F 0 -Y 1 -z 300 -E 1 "
R-LO 2160000 2160000 2700 2700   300 300   128 8 16 31   4 st-3d-exp 1.0e-08 2.16e+06 0 2.31779e-310   0 7 1 0 1 1350 1350 1350   36.9586 15 854   43.7942 2 854   3837341833303.606445 1280180761401.760010 1278580535898.416016 1278580536003.430664    740.039932 983.111456 0.257507 0.715301 3.293836    2.029663e+16 1.957627e+15 1.833900e+16 5.242604e+13 2.024420e+16 0.106747 0.002590   8fb9f876219fb4b780eb79467363faee75c13e92    "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 8 -Q 16 -N 2160000 -t 2700 -e 1e-8 --maxrank 1350 -j 2160000 -v -c 31 --genmaxrank 1350 --compmaxrank 1350 -D 4 --band 7 -F 0 -Y 1 -z 300 -E 1 "
R-LO 2160000 2160000 3000 3000   300 300   128 8 16 31   4 st-3d-exp 1.0e-08 2.16e+06 0 2.31779e-310   0 7 1 0 1 1500 1500 1500   39.1322 16 944   47.2059 2 944   3453291609660.794922 1152164021420.484375 1150563794057.573486 1150563794182.737549    844.245170 1035.736970 0.234638 0.892030 2.323115    1.935829e+16 2.209928e+15 1.714836e+16 6.471576e+13 1.929357e+16 0.128871 0.003354   8fb9f876219fb4b780eb79467363faee75c13e92    "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 8 -Q 16 -N 2160000 -t 3000 -e 1e-8 --maxrank 1500 -j 2160000 -v -c 31 --genmaxrank 1500 --compmaxrank 1500 -D 4 --band 7 -F 0 -Y 1 -z 300 -E 1 "
R-LO 2160000 2160000 3375 3375   300 300   128 8 16 31   4 st-3d-exp 1.0e-08 2.16e+06 0 2.31779e-310   0 6 1 0 1 1687 1687 1687   41.8919 17 1027   51.734 2 1027   3069240719527.316895 1024147059376.794189 1022546830008.690796 1022546830141.831909    954.209993 1009.687986 0.197134 0.587132 1.558688    1.822559e+16 2.068737e+15 1.615686e+16 8.189353e+13 1.814370e+16 0.128041 0.004514   8fb9f876219fb4b780eb79467363faee75c13e92    "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 8 -Q 16 -N 2160000 -t 3375 -e 1e-8 --maxrank 1687 -j 2160000 -v -c 31 --genmaxrank 1687 --compmaxrank 1687 -D 4 --band 7 -F 0 -Y 1 -z 300 -E 1 "
R-LO 2160000 2160000 3600 3600   300 300   128 8 16 31   4 st-3d-exp 1.0e-08 2.16e+06 0 2.31779e-310   0 6 1 0 1 1800 1800 1800   43.4545 17 1049   53.998 2 1049   2877216885788.587891 960139116167.647949 958538884734.574341 958538884886.365601    1026.764923 1062.940924 0.122146 0.803723 1.280699    1.777242e+16 2.227586e+15 1.554483e+16 9.316814e+13 1.767925e+16 0.143301 0.005270   8fb9f876219fb4b780eb79467363faee75c13e92    "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 8 -Q 16 -N 2160000 -t 3600 -e 1e-8 --maxrank 1800 -j 2160000 -v -c 31 --genmaxrank 1800 --compmaxrank 1800 -D 4 --band 7 -F 0 -Y 1 -z 300 -E 1 "
R-LO 2160000 2160000 4000 4000   300 300   128 8 16 31   4 st-3d-exp 1.0e-08 2.16e+06 0 2.31779e-310   0 5 1 0 1 2000 2000 2000   46.2022 17 1122   58.7593 2 1122   2589178680638.765625 864126382590.211914 862526148954.610596 862526149093.943237    1141.691354 1055.004175 0.081775 0.793540 0.892539    1.683233e+16 1.979201e+15 1.485313e+16 1.150037e+14 1.671733e+16 0.133251 0.006879   8fb9f876219fb4b780eb79467363faee75c13e92    "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 8 -Q 16 -N 2160000 -t 4000 -e 1e-8 --maxrank 2000 -j 2160000 -v -c 31 --genmaxrank 2000 --compmaxrank 2000 -D 4 --band 7 -F 0 -Y 1 -z 300 -E 1 "
R-LO 2160000 2160000 4500 4500   300 300   128 8 16 31   4 st-3d-exp 1.0e-08 2.16e+06 0 2.31779e-310   0 5 1 0 1 2250 2250 2250   49.7345 17 1206   64.3238 2 1206   2301139925750.483887 768113465840.522949 766513229872.319458 766513230037.641479    1241.515868 1158.192162 0.088563 0.990026 0.587291    1.633089e+16 2.291353e+15 1.403954e+16 1.455218e+14 1.618537e+16 0.163207 0.008991   8fb9f876219fb4b780eb79467363faee75c13e92    "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 8 -Q 16 -N 2160000 -t 4500 -e 1e-8 --maxrank 2250 -j 2160000 -v -c 31 --genmaxrank 2250 --compmaxrank 2250 -D 4 --band 7 -F 0 -Y 1 -z 300 -E 1 "
R-LO 2160000 2160000 5000 5000   300 300   128 8 16 31   4 st-3d-exp 1.0e-08 2.16e+06 0 2.31779e-310   0 5 1 0 1 2500 2500 2500   53.3691 17 1307   69.7734 3 1307   2070709329500.671143 691303268812.221313 689703030260.299194 689703030428.150635    1409.918654 1349.393034 0.131950 1.401644 0.427946    1.608342e+16 2.622444e+15 1.346097e+16 1.796196e+14 1.590380e+16 0.194818 0.011294   8fb9f876219fb4b780eb79467363faee75c13e92    "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 8 -Q 16 -N 2160000 -t 5000 -e 1e-8 --maxrank 2500 -j 2160000 -v -c 31 --genmaxrank 2500 --compmaxrank 2500 -D 4 --band 7 -F 0 -Y 1 -z 300 -E 1 "
R-LO 2160000 2160000 5400 5400   300 300   128 8 16 31   4 st-3d-exp 1.0e-08 2.16e+06 0 2.31779e-310   0 4 1 0 1 2700 2700 2700   56.2705 18 1364   74.95 3 1364   1917089885046.561279 640096789255.398804 638496547807.308594 638496547983.853760    1525.232535 1433.302397 0.067809 1.414269 0.338698    1.542348e+16 2.121507e+15 1.330197e+16 2.094738e+14 1.521400e+16 0.159488 0.013768   8fb9f876219fb4b780eb79467363faee75c13e92    "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 8 -Q 16 -N 2160000 -t 5400 -e 1e-8 --maxrank 2700 -j 2160000 -v -c 31 --genmaxrank 2700 --compmaxrank 2700 -D 4 --band 7 -F 0 -Y 1 -z 300 -E 1 "
