R-LO 4320000 4320000 3600 3600 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 4.32e+06 0 1.67982e-322 0 6 1 0 1 1800 1800 1800 32.1019 15 1078 29.4885 15 810 37.7257 2 1011 7.514783 271.805632 5757986641409.609375 1920395766126.953125 1918795437458.839355 1918795437823.817383 2004.943866 2896.832127 0.414323 0.786618 9.095974 7.693643e+16 5.884510e+15 7.105192e+16 1.864763e+14 7.674996e+16 0.082820 0.002430 e5636355ff94bc06d21c653edec603b3a64f4469 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 4320000 -t 3600 -e 1e-8 --maxrank 1800 -j 4320000 -v -c 31 --genmaxrank 1800 --compmaxrank 1800 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
R-LO 3240000 3240000 2700 2700 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 3.24e+06 0 3.34396e+151 0 10 1 0 1 1350 1350 1350 31.4458 12 908 28.4603 13 661 33.8441 2 810 6.048163 152.897033 5758061768434.461914 1920420822527.389648 1918820472819.198486 1918820473087.874023 835.011984 2274.528482 0.438288 0.736959 9.215275 4.839512e+16 5.525082e+15 4.287003e+16 7.866858e+13 4.831645e+16 0.128880 0.001628 fb4176b12d1f7402858ebf73ac1db0bc97bf6ca1 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 3240000 -t 2700 -e 1e-8 --maxrank 1350 -j 3240000 -v -c 31 --genmaxrank 1350 --compmaxrank 1350 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
R-LO 3240000 3240000 3000 3000 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 3.24e+06 0 3.34396e+151 0 6 1 0 1 1500 1500 1500 33.0025 12 980 30.3945 13 704 37.5495 2 883 5.024164 152.905559 5181945060601.435547 1728381922112.553223 1726781569140.364258 1726781569348.518311 955.206251 1710.128331 0.338161 0.487608 6.565955 4.687064e+16 3.232204e+15 4.363843e+16 9.711414e+13 4.677352e+16 0.074068 0.002076 fb4176b12d1f7402858ebf73ac1db0bc97bf6ca1 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 3240000 -t 3000 -e 1e-8 --maxrank 1500 -j 3240000 -v -c 31 --genmaxrank 1500 --compmaxrank 1500 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
R-LO 3240000 3240000 3375 3375 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 3.24e+06 0 3.34396e+151 0 8 1 0 1 1687 1687 1687 34.7121 13 1019 31.0706 13 635 39.0623 2 837 5.639390 152.884035 4605826769249.458984 1536342493630.020020 1534742137640.299316 1534742137979.139893 1071.466223 2099.214724 0.255915 1.290467 4.456442 4.196915e+16 5.263402e+15 3.670574e+16 1.228980e+14 4.184625e+16 0.143395 0.002937 fb4176b12d1f7402858ebf73ac1db0bc97bf6ca1 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 3240000 -t 3375 -e 1e-8 --maxrank 1687 -j 3240000 -v -c 31 --genmaxrank 1687 --compmaxrank 1687 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
R-LO 5400000 5400000 3375 3375 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 5.4e+06 0 3.34396e+151 0 7 1 0 1 1687 1687 1687 28.424 14 1029 26.4078 14 733 33.1401 2 863 10.802383 424.481309 7678558512279.617188 2560586413841.799805 2558986048967.038086 2558986049470.779297 2918.629156 3870.349635 0.624977 1.303772 23.277229 1.258770e+17 9.186065e+15 1.166909e+17 2.049068e+14 1.256721e+17 0.078721 0.001630 fb4176b12d1f7402858ebf73ac1db0bc97bf6ca1 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 5400000 -t 3375 -e 1e-8 --maxrank 1687 -j 5400000 -v -c 31 --genmaxrank 1687 --compmaxrank 1687 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
R-LO 5400000 5400000 3600 3600 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 5.4e+06 0 3.34396e+151 0 7 1 0 1 1800 1800 1800 29.3081 14 1074 27.0803 14 734 34.5152 2 961 10.809828 424.624658 7198480828849.873047 2400560524124.415527 2398960152092.251953 2398960152633.204590 3136.740240 4042.251564 0.481248 1.282135 18.811720 1.221547e+17 9.839467e+15 1.123153e+17 2.331303e+14 1.219216e+17 0.087606 0.001912 fb4176b12d1f7402858ebf73ac1db0bc97bf6ca1 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 5400000 -t 3600 -e 1e-8 --maxrank 1800 -j 5400000 -v -c 31 --genmaxrank 1800 --compmaxrank 1800 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
R-LO 6480000 6480000 4000 4000 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 6.48e+06 0 3.34396e+151 0 7 1 0 1 2000 2000 2000 28.6087 14 1175 26.4474 14 808 34.3316 2 1027 13.951128 611.427706 7774738778783.298828 2592646523854.859375 2591046127053.510742 2591046127874.929199 4850.749456 5629.809867 0.571513 1.582976 24.414461 1.675988e+17 1.421788e+16 1.533809e+17 3.453950e+14 1.672534e+17 0.092697 0.002065 fb4176b12d1f7402858ebf73ac1db0bc97bf6ca1 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 6480000 -t 4000 -e 1e-8 --maxrank 2000 -j 6480000 -v -c 31 --genmaxrank 2000 --compmaxrank 2000 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
R-LO 6480000 6480000 4500 4500 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 6.48e+06 0 3.34396e+151 0 6 1 0 1 2250 2250 2250 30.2446 14 1240 27.8109 14 836 37.2355 2 1029 13.243016 611.473915 6910569583564.267578 2304590132702.022949 2302989725061.095703 2302989725801.148438 5183.414814 5354.144172 0.396980 1.983981 16.644213 1.564138e+17 1.322092e+16 1.431928e+17 4.371120e+14 1.559766e+17 0.092329 0.002802 fb4176b12d1f7402858ebf73ac1db0bc97bf6ca1 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 6480000 -t 4500 -e 1e-8 --maxrank 2250 -j 6480000 -v -c 31 --genmaxrank 2250 --compmaxrank 2250 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
R-LO 6480000 6480000 5000 5000 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 6.48e+06 0 3.34396e+151 0 6 1 0 1 2500 2500 2500 31.8306 14 1326 28.9772 14 879 39.6503 2 1081 13.371811 611.523137 6219237663453.441406 2074146166910.531250 2072545747862.817383 2072545748680.092285 5861.056902 6028.061540 0.314207 2.427967 11.859794 1.489097e+17 1.483669e+16 1.340730e+17 5.396088e+14 1.483701e+17 0.110661 0.003637 fb4176b12d1f7402858ebf73ac1db0bc97bf6ca1 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 6480000 -t 5000 -e 1e-8 --maxrank 2500 -j 6480000 -v -c 31 --genmaxrank 2500 --compmaxrank 2500 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
R-LO 7560000 7560000 5000 5000 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 7.56e+06 0 9.53377e-307 0 6 1 0 1 2500 2500 2500 29.8317 14 1305 27.4153 14 911 37.3342 2 1124 16.453020 832.255319 7256499345267.570312 2419900088016.375488 2418299628149.794922 2418299629101.400879 7958.322116 7577.759137 0.387725 2.365310 19.320341 2.033677e+17 1.834893e+16 1.850188e+17 6.296061e+14 2.027381e+17 0.099173 0.003106 fb4176b12d1f7402858ebf73ac1db0bc97bf6ca1 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 7560000 -t 5000 -e 1e-8 --maxrank 2500 -j 7560000 -v -c 31 --genmaxrank 2500 --compmaxrank 2500 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
R-LO 7560000 7560000 5400 5400 300 300 256 16 16 31 4 st-3d-exp 1.0e-08 7.56e+06 0 9.53377e-307 0 6 1 0 1 2700 2700 2700 30.9521 14 1389 28.2198 14 906 39.0959 2 1144 16.588380 832.301140 6718812722214.677734 2240671224533.568359 2239070748321.174805 2239070749359.935059 8649.072843 8037.550304 0.290470 2.757666 15.137820 1.955236e+17 1.997184e+16 1.755517e+17 7.343392e+14 1.947892e+17 0.113766 0.003770 fb4176b12d1f7402858ebf73ac1db0bc97bf6ca1 "/lustre/project/k1205/lei/lorapo/testing_dpotrf -P 16 -Q 16 -N 7560000 -t 5400 -e 1e-8 --maxrank 2700 -j 7560000 -v -c 31 --genmaxrank 2700 --compmaxrank 2700 -D 4 -Z 1 -F 0 -Y 1 -z 300 -E 1 "
