1080000 46.604330 1000 0
2160000 147.057863 1200 0
3240000 202.646047 1800 0
4320000 296.897156 2400 0
5400000 427.220746 3375 0
6480000 649.661164 4500 0
7560000 835.662909 4500 0
8640000 909.396754 4500 0
