1080000 70.523852 1000 0
2160000 182.241188 1200 0
3240000 367.425974 1800 0
4320000 676.552927 2400 0
5400000 1090.322318 3375 0
6480000 1778.508924 4500 0
7560000 2126.830979 4500 0
8640000 2494.071124 4500 0
